"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"SHG","Shinhan Financial Group Co Ltd","27.4","$13.08B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/shg",
"SHOP","Shopify Inc.","1026.22","$125.07B","2015","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/shop",
"SSTK","Shutterstock, Inc.","62.72","$2.27B","2012","Technology","EDP Services","https://old.nasdaq.com/symbol/sstk",
"SBSW","Sibanye Stillwater Limited","12.79","$8.56B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sbsw",
"SIG","Signet Jewelers Limited","26.54","$1.39B","n/a","Consumer Services","Consumer Specialties","https://old.nasdaq.com/symbol/sig",
"SBOW","SilverBow Resorces, Inc.","5.12","$61.1M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sbow",
"SI","Silvergate Capital Corporation","20.69","$386.42M","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/si",
"SPG","Simon Property Group, Inc.","66.88","$20.46B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/spg",
"SPG^J","Simon Property Group, Inc.","65.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/spg^j",
"SSD","Simpson Manufacturing Company, Inc.","96.96","$4.22B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ssd",
"SHI","SINOPEC Shangai Petrochemical Company, Ltd.","19.77","$2.14B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/shi",
"SITC","SITE Centers Corp.","7.68","$1.48B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sitc",
"SITC^A","SITE Centers Corp.","24.75","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sitc^a",
"SITC^K","SITE Centers Corp.","24.28","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sitc^k",
"SITE","SiteOne Landscape Supply, Inc.","125.47","$5.54B","2016","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/site",
"SIX","Six Flags Entertainment Corporation New","22.68","$1.92B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/six",
"TSLX","Sixth Street Specialty Lending, Inc.","16.9","$1.14B","2014","n/a","n/a","https://old.nasdaq.com/symbol/tslx",
"SJW","SJW Group","64.29","$1.83B","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/sjw",
"SKM","SK Telecom Co., Ltd.","23.17","$15.27B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/skm",
"SKX","Skechers U.S.A., Inc.","34.22","$5.4B","1999","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/skx",
"SKY","Skyline Champion Corporation","27.09","$1.54B","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/sky",
"SLG","SL Green Realty Corp","47.39","$3.47B","1997","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/slg",
"SLG^I","SL Green Realty Corp","25.8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/slg^i",
"WORK","Slack Technologies, Inc.","28.76","$16.41B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/work",
"SM","SM Energy Company","1.61","$184.28M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sm",
"SMAR","Smartsheet Inc.","56.09","$6.77B","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/smar",
"SNN","Smith & Nephew SNATS, Inc.","38.48","$16.85B","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/snn",
"SNAP","Snap Inc.","43.17","$64.32B","2017","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/snap",
"SNA","Snap-On Incorporated","169.39","$9.23B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/sna",
"SNOW","Snowflake Inc.","265.05","$73.34B","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/snow",
"IPOB","Social Capital Hedosophia Holdings Corp. II","19.44","$1.01B","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ipob",
"IPOB.U","Social Capital Hedosophia Holdings Corp. II","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ipob.u",
"IPOB.WS","Social Capital Hedosophia Holdings Corp. II","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ipob.ws",
"IPOC","Social Capital Hedosophia Holdings Corp. III","10.2","$1.06B","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ipoc",
"IPOC.U","Social Capital Hedosophia Holdings Corp. III","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ipoc.u",
"IPOC.WS","Social Capital Hedosophia Holdings Corp. III","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ipoc.ws",
"IPOD.U","Social Capital Hedosophia Holdings Corp. IV","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ipod.u",
"IPOE.U","Social Capital Hedosophia Holdings Corp. V","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ipoe.u",
"IPOF.U","Social Capital Hedosophia Holdings Corp. VI","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ipof.u",
"SQM","Sociedad Quimica y Minera S.A.","37.28","$9.81B","1993","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/sqm",
"SOGO","Sogou Inc.","8.88","$3.44B","2017","Technology","EDP Services","https://old.nasdaq.com/symbol/sogo",
"SOI","Solaris Oilfield Infrastructure, Inc.","6.3","$285.17M","2017","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/soi",
"SWI","SolarWinds Corporation","21.71","$6.78B","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/swi",
"SAH","Sonic Automotive, Inc.","39.48","$1.68B","1997","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/sah",
"SON","Sonoco Products Company","53.21","$5.34B","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/son",
"SNE","Sony Corp Ord","75.43","$93.05B","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/sne",
"SOS","SOS Limited","2.53","$47.83M","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/sos",
"SOR","Source Capital, Inc.","37.31","$316.26M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sor",
"SJI","South Jersey Industries, Inc.","20.48","$2.06B","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/sji",
"SJIJ","South Jersey Industries, Inc.","25.8301","n/a","2019","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/sjij",
"SJIU","South Jersey Industries, Inc.","35.1","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/sjiu",
"SCE^G","Southern California Edison Company","25.05","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sce^g",
"SCE^H","Southern California Edison Company","22.85","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sce^h",
"SCE^J","Southern California Edison Company","22.96","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sce^j",
"SCE^K","Southern California Edison Company","23.24","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sce^k",
"SCE^L","Southern California Edison Company","22.97","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sce^l",
"SO","Southern Company (The)","60.85","$64.27B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/so",
"SOJB","Southern Company (The)","26.36","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/sojb",
"SOJC","Southern Company (The)","26.955","n/a","2017","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/sojc",
"SOJD","Southern Company (The)","27.28","n/a","2020","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/sojd",
"SOJE","Southern Company (The)","25.49","n/a","2020","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/soje",
"SOLN","Southern Company (The)","51.05","n/a","2019","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/soln",
"SCCO","Southern Copper Corporation","51.95","$40.16B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/scco",
"LUV","Southwest Airlines Company","42.79","$25.24B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/luv",
"SWX","Southwest Gas Holdings, Inc.","69.2","$3.87B","n/a","Public Utilities","Oil & Gas Production","https://old.nasdaq.com/symbol/swx",
"SWN","Southwestern Energy Company","3.14","$1.9B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/swn",
"SPAQ","Spartan Energy Acquisition Corp","10.32","$712.08M","2018","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/spaq",
"SPAQ.U","Spartan Energy Acquisition Corp","n/a","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/spaq.u",
"SPAQ.WS","Spartan Energy Acquisition Corp","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/spaq.ws",
"SPE","Special Opportunities Fund Inc.","12.01","$102.1M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/spe",
"SPE^B","Special Opportunities Fund Inc.","25.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/spe^b",
"SPB           ","Spectrum Brands Holdings, Inc.","60.55","$2.61B","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/spb",
"SR","Spire Inc.","58.68","$3.02B","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/sr",
"SR^A","Spire Inc.","27.88","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sr^a",
"SPR","Spirit Aerosystems Holdings, Inc.","20.48","$2.16B","2006","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/spr",
"SAVE","Spirit Airlines, Inc.","18.58","$1.81B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/save",
"SRC","Spirit Realty Capital, Inc.","33.66","$3.47B","2013","Consumer Services","Building operators","https://old.nasdaq.com/symbol/src",
"SRC^A","Spirit Realty Capital, Inc.","26.13","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/src^a",
"SEAH.U","Sports Entertainment Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/seah.u",
"SPOT","Spotify Technology S.A.","283.49","$53.11B","2018","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/spot",
"SRLP","Sprague Resources LP","15.71","$360.12M","2013","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/srlp",
"SII","Sprott Inc.","33.63","$824M","2020","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/sii",
"SPXC","SPX Corporation","50.3","$2.25B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/spxc",
"FLOW","SPX FLOW, Inc.","46.99","$1.99B","2015","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/flow",
"SQ","Square, Inc.","176.77","$78.4B","2015","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/sq",
"JOE","St. Joe Company (The)","26.63","$1.57B","n/a","Consumer Services","Homebuilding","https://old.nasdaq.com/symbol/joe",
"STAG","Stag Industrial, Inc.","32.74","$4.88B","2011","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/stag",
"STAG^C","Stag Industrial, Inc.","25.7515","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/stag^c",
"SMP","Standard Motor Products, Inc.","46.58","$1.04B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/smp",
"SXI","Standex International Corporation","65.06","$801.33M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/sxi",
"SWK","Stanley Black & Decker, Inc.","178.01","$28.42B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/swk",
"SWT","Stanley Black & Decker, Inc.","109.49","n/a","2019","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/swt",
"STN","Stantec Inc","30.57","$3.42B","n/a","Consumer Services","Military/Government/Technical","https://old.nasdaq.com/symbol/stn",
"SGU","Star Group, L.P.","9.6","$419.92M","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/sgu",
"STPK","Star Peak Energy Transition Corp.","9.74","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/stpk",
"STPK.U","Star Peak Energy Transition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/stpk.u",
"STPK.WS","Star Peak Energy Transition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/stpk.ws",
"SRT","StarTek, Inc.","5.2","$209.47M","1997","Technology","Professional Services","https://old.nasdaq.com/symbol/srt",
"STWD","STARWOOD PROPERTY TRUST, INC.","15.18","$4.32B","2009","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/stwd",
"STT","State Street Corporation","65.31","$23.04B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/stt",
"STT^D","State Street Corporation","27.98","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/stt^d",
"STT^G","State Street Corporation","28.93","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/stt^g",
"SPLP","Steel Partners Holdings LP","5.7941","$144.56M","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/splp",
"SPLP^A","Steel Partners Holdings LP","19","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/splp^a",
"SCS","Steelcase Inc.","12.06","$1.38B","1998","Consumer Durables","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/scs",
"SCA","Stellus Capital Investment Corporation","24.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sca",
"SCM","Stellus Capital Investment Corporation","8.47","$165.05M","2012","n/a","n/a","https://old.nasdaq.com/symbol/scm",
"SCL","Stepan Company","118.27","$2.65B","n/a","Basic Industries","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/scl",
"STE","STERIS plc","187.54","$15.95B","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ste",
"STL","Sterling Bancorp","13.58","$2.64B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/stl",
"STL^A","Sterling Bancorp","26.12","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/stl^a",
"STC","Stewart Information Services Corporation","44.63","$1.19B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/stc",
"SF","Stifel Financial Corporation","62.53","$4.29B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/sf",
"SF^A","Stifel Financial Corporation","26.11","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/sf^a",
"SF^B","Stifel Financial Corporation","27.33","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sf^b",
"SF^C","Stifel Financial Corporation","27.06","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sf^c",
"SFB","Stifel Financial Corporation","27.33","n/a","2017","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/sfb",
"STM","STMicroelectronics N.V.","34.01","$30.36B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/stm",
"EDF","Stone Harbor Emerging Markets Income Fund","6.48","$107.45M","2010","n/a","n/a","https://old.nasdaq.com/symbol/edf",
"EDI","Stone Harbor Emerging Markets Total Income Fund","7.13","$70.28M","2012","n/a","n/a","https://old.nasdaq.com/symbol/edi",
"STON","StoneMor Inc.","0.9192","$108.3M","2004","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/ston",
"SRI","Stoneridge, Inc.","23.3","$629.17M","1997","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/sri",
"STOR","STORE Capital Corporation","28.12","$7.13B","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/stor",
"GJH","STRATS Trust","10.24","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/gjh",
"GJO","STRATS Trust","23.25","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/gjo",
"GJS","STRATS Trust","19.76","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/gjs",
"SYK","Stryker Corporation","221.9","$83.35B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/syk",
"MSC","Studio City International Holdings Limited","15.52","$1.72B","2018","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/msc",
"RGR","Sturm, Ruger & Company, Inc.","61.58","$1.08B","n/a","Capital Goods","Ordnance And Accessories","https://old.nasdaq.com/symbol/rgr",
"SPH","Suburban Propane Partners, L.P.","18.1","$1.12B","1996","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/sph",
"SMFG","Sumitomo Mitsui Financial Group Inc","5.74","$39.33B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/smfg",
"INN","Summit Hotel Properties, Inc.","5.82","$615.15M","2011","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/inn",
"INN^D","Summit Hotel Properties, Inc.","22.66","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/inn^d",
"INN^E","Summit Hotel Properties, Inc.","23.0181","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/inn^e",
"SUM","Summit Materials, Inc.","19.79","$2.26B","2015","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/sum",
"SMLP","Summit Midstream Partners, LP","0.8466","$47.31M","2012","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/smlp",
"SUI","Sun Communities, Inc.","141.6","$13.92B","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sui",
"SLF","Sun Life Financial Inc.","42.4","$24.8B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/slf",
"SXC","SunCoke Energy, Inc.","4.07","$336.87M","2011","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/sxc",
"SU","Suncor Energy  Inc.","12.53","$19.11B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/su",
"STG","Sunlands Technology Group","1.63","$274.21M","2018","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/stg",
"NOVA","Sunnova Energy International Inc.","26.86","$2.28B","2019","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/nova",
"SUN","Sunoco LP","25.23","$2.1B","2012","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/sun",
"SHO","Sunstone Hotel Investors, Inc.","8.28","$1.79B","2004","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/sho",
"SHO^E","Sunstone Hotel Investors, Inc.","24.865","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sho^e",
"SHO^F","Sunstone Hotel Investors, Inc.","25.34","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sho^f",
"SUP","Superior Industries International, Inc.","1.46","$37.36M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/sup",
"SPNV.U","Supernova Partners Acquisition Company, Inc.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/spnv.u",
"SOAC","Sustainable Opportunities Acquisition Corp.","9.97","$373.88M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/soac",
"SOAC.U","Sustainable Opportunities Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/soac.u",
"SOAC.WS","Sustainable Opportunities Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/soac.ws",
"SUZ","Suzano S.A.","9.03","$12.18B","2018","Basic Industries","Paper","https://old.nasdaq.com/symbol/suz",
"SWZ","Swiss Helvetia Fund, Inc. (The)","8.05","$106.76M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/swz",
"SWCH","Switch, Inc.","15.52","$3.73B","2017","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/swch",
"SBE","Switchback Energy Acquisition Corporation","15.61","$612.92M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sbe",
"SBE.U","Switchback Energy Acquisition Corporation","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/sbe.u",
"SBE.WS","Switchback Energy Acquisition Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sbe.ws",
"SYF","Synchrony Financial","27.75","$16.2B","2014","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/syf",
"SYF^A","Synchrony Financial","25.84","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/syf^a",
"SNX","Synnex Corporation","145.38","$7.49B","2003","Technology","Retail: Computer Software & Peripheral Equipment","https://old.nasdaq.com/symbol/snx",
"SNV","Synovus Financial Corp.","26.81","$3.95B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/snv",
"SNV^D","Synovus Financial Corp.","26.09","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/snv^d",
"SNV^E","Synovus Financial Corp.","26.29","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/snv^e",
"GJP","Synthetic Fixed-Income Securities, Inc.","24.4555","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gjp",
"GJR","Synthetic Fixed-Income Securities, Inc.","22.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gjr",
"GJT","Synthetic Fixed-Income Securities, Inc.","19.5","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/gjt",
"SYY","Sysco Corporation","64.8","$32.99B","n/a","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/syy",
"SYX","Systemax Inc.","24.22","$907.89M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/syx",
"TWND.U","Tailwind Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/twnd.u",
"TWN","Taiwan Fund, Inc. (The)","24.83","$185.75M","1986","n/a","n/a","https://old.nasdaq.com/symbol/twn",
"TSM","Taiwan Semiconductor Manufacturing Company Ltd.","88.31","$457.98B","1997","Technology","Semiconductors","https://old.nasdaq.com/symbol/tsm",
"TAK","Takeda Pharmaceutical Company Limited","16.66","$52.08B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tak",
"TAL","TAL Education Group","70.31","$42.21B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/tal",
"TALO","Talos Energy, Inc.","7.52","$549.12M","2018","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/talo",
"SKT","Tanger Factory Outlet Centers, Inc.","6.87","$642.15M","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/skt",
"TPR","Tapestry, Inc.","21.43","$5.94B","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/tpr",
"NGLS^A","Targa Resources Partners LP","24.77","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ngls^a",
"TRGP","Targa Resources, Inc.","17.11","$3.99B","2010","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/trgp",
"TGT","Target Corporation","160.23","$80.21B","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/tgt",
"TARO","Taro Pharmaceutical Industries Ltd.","60","$2.3B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/taro",
"TTM","Tata Motors Ltd","9.32","$6.71B","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/ttm",
"TCO","Taubman Centers, Inc.","35.35","$2.18B","1992","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/tco",
"TCO^J","Taubman Centers, Inc.","22.37","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tco^j",
"TCO^K","Taubman Centers, Inc.","22.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tco^k",
"TMHC","Taylor Morrison Home Corporation","25.25","$3.27B","2013","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/tmhc",
"TRP","TC Energy Corporation","42.18","$39.65B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/trp",
"TCP","TC PipeLines, LP","29.66","$2.11B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/tcp",
"TSI","TCW Strategic Income Fund, Inc.","5.74","$274.06M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tsi",
"TEL","TE Connectivity Ltd.","106.3","$35.08B","n/a","Technology","Electronic Components","https://old.nasdaq.com/symbol/tel",
"TISI","Team, Inc.","5.97","$182.85M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/tisi",
"FTI","TechnipFMC plc","6.47","$2.91B","n/a","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/fti",
"TECK","Teck Resources Ltd","13.85","$7.36B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/teck",
"TK","Teekay Corporation","2.05","$207.27M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/tk",
"TGP","Teekay LNG Partners L.P.","11.29","$981.61M","2005","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/tgp",
"TGP^A","Teekay LNG Partners L.P.","25.13","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tgp^a",
"TGP^B","Teekay LNG Partners L.P.","23.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tgp^b",
"TNK","Teekay Tankers Ltd.","9.96","$335.65M","2007","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/tnk",
"TGNA","TEGNA Inc.","13.29","$2.91B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/tgna",
"TRC","Tejon Ranch Co","14.95","$392.13M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/trc",
"HQH","Tekla Healthcare Investors","20.65","$889.67M","1987","n/a","n/a","https://old.nasdaq.com/symbol/hqh",
"THQ","Tekla Healthcare Opportunies Fund","18.63","$770.17M","2014","n/a","n/a","https://old.nasdaq.com/symbol/thq",
"HQL","Tekla Life Sciences Investors","17.77","$417.5M","1992","n/a","n/a","https://old.nasdaq.com/symbol/hql",
"THW","Tekla World Healthcare Fund","14.32","$431.07M","2015","n/a","n/a","https://old.nasdaq.com/symbol/thw",
"TDOC","Teladoc Health, Inc.","216.32","$17.95B","2015","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/tdoc",
"TEO","Telecom Argentina Stet - France Telecom S.A.","7.44","$3.2B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/teo",
"TDY","Teledyne Technologies Incorporated","340.46","$12.55B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tdy",
"TFX","Teleflex Incorporated","366.24","$17.04B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/tfx",
"VIV","Telefonica Brasil S.A.","7.79","$13.15B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/viv",
